 Incident number, Incident category, Incident sub-category, Year Month (YYMM), Date of IncidentD, Time of IncidentMT, Method Incident Notified, Callers Statement,Location,Complex ,Street,Suburb,Town ,Map Page,Grid ,Robot route used ,Cross roads,Statistics area,Station Area,Vehicles - Elapsed Times MT,FPA Classification,FPA Occupancy ,Weather ,Wind ,Temperature,What Was Burning ,Description of Incident,Actions Prior To Arrival,Actions of Brigade,Equipment used,FPA Suspected Cause ,Details of cause ,Water Used (Charged)MR,Water Used (Uncharged)MR,Source of water,Pumping Time Hh:mm MT,Fire Damage - Details,Smoke Damage - Details ,Water Damage - Details ,Forced Entry,Accident Vehicles - Make,Accident Vehicles - Details,Accident Vehicles - Owners,Person Involved - Sex,Person Involved - Age,Person Involved - Injury,Person Involved - Rescued ,Person Involved - Fatal,Person Involved - Comments,Total Fatal Adult\child,Remarks ,Account for,Material Usage Description,Material Usage Charge,District,Station/S Responded ,Fire Category ,No. Sectors Implemented,Zones Implemented,Holding Area/S,Number of linked exposures,Incident Management (Y/N) ,Enumerator area,Situation found,Type of action taken,Mutual Aid ,Ignition factor,Area of origin,Level of fire origin,Form of heat,Type material ignited,Form material ignited,Method extinguished ,Flame damage,Smoke damage,Detector performance,Sprinkler performance,Property use,Complex ,Number of stories,Construction type,Mobile Property type,Equip inv in ignition,Equipment year,Equipment make,Equipment model,Civilian or Fire Service,Time of Injury,Casualty type ,Severity,Affiliation,Familiarity with structure,Location at ignition,Condition before injury,Condition preventing escape,Activity at time injury,Cause of injury,Nature of injury ,Part of body injured,Disposition,Assignment ,Num responses prior injury,Physical condition,Status before Alarm ,Fireman Activity ,Where injury occurred,Cause of Injury,Medical care provided,Clothing/Equip Worn ,Clothing/Equip Status,Clothing/Equip problem ,Hazmat Actions,Area of Release,Level of Release ,Release Factors,Equipment involved in Release,Est num of chemicals/Hazmat,Disposition of incident,Ref Mat used to identify,Chem/Hazmat Trade Name ,UN Number,Physical state stored,Extent of Release,Physical State Released,Quantity Released,Released Unit of Measure,Suspected contamination,Container use ,Special container features,Container Type,Container material,Container capacity,Container Unit of measure ,Transport Type,NESD update control 
F1608/0722,Commercial,Garage/Workshop,1608,08/14/2016,18:40|18:43|18:43|18:43,11|Telephone direct|Telephone|T,Sign Board Alight,"28,",,MARINE DRIVE,PAARDEN EILAND,BLAAUWBERG,27,BZ/29,,,,F=BKN,12:25:00 AM,Fire - manually extinguished,Other|Miscellaneous Fires,Clear,Nil,10 - 15 Deg,Electrical Sign,Miscellaneous,Nil,Isolated Sign And Extinguished With 1 Fog Jet From E14 Motor Pump,1 X Hose Reel And Preventor,Electrical Faults,Sparks From Short Circuit In Electrical Wiring Igniting Insulation,600,,MP,12:05:00 AM,"Building(Wall):slight By Fire, Heat, Smoke And Water. Signage:severe By Fire, Heat, Smoke And Water.",,,,,,,,,,,,,,,1,,,North,Brooklyn,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535113156
F1608/0787,Commercial,Garage/Workshop,1608,08/16/2016,10:58|11:00|11:00|11:00,11|Telephone direct|Telephone|T,Garage Alight,Shell Garage,,TERMINUS WAY,NYANGA,CAPE TOWN,123(14TH EDITION),CJ/42,,,,"F=GTU,MPN",00:16|00:09|00:11|00:00|00:13|00:20,False Alarm - Good Intent,N/A,,,,,False Alarm,,,,N/A,False Alarm With Good Intent Due To Company Doing A Drill And Passerby Phoned Brigade,,,,,,,,,,,,,,,,,,,,,,,East,Guguletu,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1608/0802,Commercial,Restaurant/Cafe,1608,08/16/2016,17:14|17:17|17:17|17:17,"13|Direct 107""|Direct ""107"" call|D""",Restaurant Alight,Mezepoli,Victoria Promenade,VICTORIA ROAD,CAMPS BAY,CAPE TOWN,CD/19-CE/19,43,,,,F=SPT,00:32|00:23|00:26|00:09,Fire - manually extinguished,Commercial|Restaurants & Cafes,Clear,Light Breeze,15 - 20 Deg,Gas Fryer In Kitchen,Minor Structural Fire,Fire Was Extinguish By Personal Using A 9kgdcp And A Foam Fire Extinguisher.,Brigade Ensured That The Lpg Was Shut Off To Fryer And Premisses Were Safe.,,Open Flames,Oil And Fat Deposited Under Fryer Caught Alight,,,,,,Slight Smoke And Powder Damage From Extinguisher,Slight Foam And Water Damage From Extinguisher,,,,,,,,,,,,,,,,West,Sea Point,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534619886
F1608/0812,Commercial,Shop,1608,08/16/2016,20:51|20:53|20:53|20:53,"13|Direct 107""|Direct ""107"" call|D""",Black Smoke Issuing From Aircon,,,WELTEVREDEN STREET,GARDENS,CAPE TOWN,25,CB/22,,Kloof Street,,F=RDS,00:22|00:29|00:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1608/0896,Commercial,Shop,1608,08/19/2016,04:26|04:28|04:28|04:28,11|Telephone direct|Telephone|T,Shop Alight,Retreat Railway Station,,STATION ROAD,RETREAT,SOUTH PENINSULA,86,CS/28,,CONCERT BOULEVARD,,F=LKE,00:21|00:24|00:19|00:20,Fire - manually extinguished,Commercial|Shops,Overcast,Light Breeze,10 - 15 Deg,Rubbish,Rubbish Fire,A Small Quantity Of Rubbish Alight Extinguished By Station Security With A Dry Powder Extinguisher Prior To Arrival Of Brigade.,Nil,Nil,Open Flames,Vagrants Using The Building Left Fire Unattended.,,,,,A Small Quantity Of Rubbish Burned.,,,,,,,,,,,,,,,,,,West,Lakeside|Constantia,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534828453
F1608/0910,Commercial,Restaurant/Cafe,1608,08/19/2016,11:49|11:50|11:50|11:50,11|Telephone direct|Telephone|T,Smoke Issiung,Cafe Pascado,,MAIN ROAD (M4),SIMONSTOWN,SOUTH PENINSULA,129,DF/24,,,,F=SMT,00:19|00:14|00:12,False Alarm - Good Intent,Commercial|Restaurants & Cafes,,,,,False Alarm,Staff Turned On The Extractor Fan For The Pizza Ovens.,Nil,Nil,N/A,,,,,,,,,,,,,,,,,,,,,,,,West,Simonstown|Fish Hoek|Lakeside,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535057266
F1608/0941,Commercial,Offices,1608,08/19/2016,23:22|23:24|23:24|23:24,11|Telephone direct|Telephone|T,Smoke Issuing,Waste Water Treatment Plant,,POTSDAM ROAD,MILNERTON,BLAAUWBERG,,,,,,F=MIL,00:29|00:29|00:19|00:11,Fire - manually extinguished,Commercial|Offices,Raining,Light Breeze,15 - 20 Deg,Paper In Office Trash Bin,Minor Structural Fire,Guards Discovered Smoke In Control Room For Zone 8,Removed Trash Bin From Office And Ventilated Area,Gloves,Smoking,Worker Discarded Cigarette Into Trash Can,,,,,Trash Can Damaged,,,,,,,,,,,,,,1,1,,,North,Milnerton|Melkbos,Category 3|Commercial (Moderate Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534927151
F1608/1054,Commercial,Offices,1608,08/21/2016,20:09|20:10|20:10|20:10,11|Telephone direct|Telephone|T,Smoke Issuing,Madame Singara Building,,LOOP STREET,CENTRAL,CAPE TOWN,25/26,"CA,CB/22-CA/23",,BUITEN,,F=RDS,01:04|01:13|01:11|00:35,Fire - manually extinguished,Commercial|Restaurants & Cafes,Clear,Nil,10 - 15 Deg,Large Amount Of Rubbish,Rubbish Fire,,Extinguished Fire With 1 Jet From E06,"4 Scba [20min] 5x65mm Hose, 1x 45mm Hose , Branch, Standpipe Keys",Open Flames,Vagrants Cooking Fire Setting Rubbish Alight,12040,,MP|SH,12:20:00 AM,Large Amount Of Rubbish Burnt,,,Metal Gate At Rear Of Building Forced Open By Brigade To Gain Entry,,,,,,,,,,,1,1,,,West,Roeland Street,Category 2|Rubbish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535559554
F1608/1062,Commercial,Shop,1608,08/22/2016,02:47|02:50|02:50|02:50,"13|Direct 107""|Direct ""107"" call|D""",Container Alight Used As Barber And Shoe Repair Store,,,. NY . 108 (BETWEEN NY1 AND NY6),GUGULETHU,CAPE TOWN,48,CG/40-CH/41,,NY 117,,F=GTU,00:46|00:49|00:46|00:44,Fire - manually extinguished,Commercial|Offices,Raining,Light Breeze,10 - 15 Deg,"Furniture, Shoe Repair Kits, Shoes, Etc",Minor Structural Fire,,Extinguished Fire Using One Fogjet From E53a,,Undetermined,Undetermined,,1800,MP,12:15:00 AM,"Container Including Contents Consisting Of Shoe Repair Kits, Furniture, Etc Severe By Fire, Heat, Smoke And Water",,,,,,,,,,,,,,,,,,East,Guguletu|Mitchells Plain,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535212517
F1608/1083,Commercial,Shop,1608,08/22/2016,12:29|12:32|12:32|12:32,11|Telephone direct|Telephone|T,Shop Alight,BLUE DOWNS SHOPPING CENTRE,,HINDLE ROAD,BLUE DOWNS,BLUE DOWNS,127 (14TH EDITION),CJ/55,,EERSRIV WAY,,F=MFU,00:31|00:41|00:23,False Alarm - Good Intent,Commercial|Shops,Overcast,Light Breeze,20 - 25 Deg,,False Alarm,,Nil,,Other,Fire Alarm Accidently Activated.,,,MP,,,,,No,,,,,,,,,,,1,,,,East,Kuilsrivier|Mfuleni,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535126693
F1608/1104,Commercial,Shop,1608,08/22/2016,20:06|20:07|20:07|20:07,11|Telephone direct|Telephone|T,Hardware Store Alight,Do It Your Self Hardware,,KOEBERG ROAD|M . 5,BROOKLYN,BLAAUWBERG,84(14TH EDITION),BZ/31,,,,F=BKN,00:01|00:16|00:13|00:22,False Alarm - Good Intent,N/A,,,,,False Alarm,,Nil,,,False Alarm With Good Intent,,,,,,,,,,,,,,,,,,,1,,,,North,Brooklyn|Milnerton,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1608/1296,Commercial,Shop,1608,08/26/2016,21:18|21:21|21:21|21:21,11|Telephone direct|Telephone|T,Shop Alight,,,DURBAN ROAD (R302),BELLVILLE,TYGERBERG,27,BX/49,,Voortrekker Road,,F=BVL,01:36|02:23|00:00|01:59,Fire - manually extinguished,Commercial|Offices,Fine,Light Breeze,10 - 15 Deg,Contense Of First Floor Office,Average Structural Fire,,Brigade Extinghuised Fire With One Line From Motor Pump Backed By Street Hydrant,3x65mm Hoses : 1x45mm Hose : 1xbranch : Standpipe Key And Bar : 4xba Sets Complete : 1xceiling Hook : T.I.C : 1xfirst Floor Ladder : 1xhauling Line,Heating,Suspect Clothing Was Left On Aircon Unit While Unit Was On,8000,,MP|SH,12:25:00 AM,"1.Window And Aluminium Windowframe Destroyed By Fire. Aircon Unit Destroyed By Fire. Ceiling Destroyed And Drywall Damaged By Fire. 2. Furniture, Including Fridge Freezer Damage, Desk Pc Destroyed , Chairs And Lounch Suite Damage By Fire",,,No,,,,,,,,,,,1,1,,,North,Bellville|Belhar|Goodwood,Category 2|Office (Single Unit),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535658556
F1608/1415,Commercial,Garage/Workshop,1608,08/28/2016,12:03|12:05|12:05|12:05,11|Telephone direct|Telephone|T,Strong Smell Of Smoke,,,ROSMEAD AVENUE,WYNBERG,SOUTH PENINSULA,64,CL/30,,,,F=WBG,00:19|00:04|00:06,False Alarm - Good Intent,N/A,,,,,,,Nil,Nil,N/A,False Alarm With Good Intent Due To The Smoke From A Brazier Fire Outside The Building Being Mistaken For Smell Of Smoke On The Inside The Storeroom.,,,,,,,,,,,,,,,,,,,,,,,West,Wynberg|Ottery,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1608/1441,Commercial,Other,1608,08/28/2016,18:27|18:29|18:29|18:29,11|Telephone direct|Telephone|T,Saw Some Flames And Smoke,,,GLUCOSE WAY,BELLVILLE,TYGERBERG,88 ( 16TH EDITION ),BZ/50,,Kasselsvlei Road,,F=BHR,00:23|00:03|00:11|00:14|00:10,Special Service - False Good Intent,Industry|Milling,Fine,Light Breeze,10 - 15 Deg,,False Alarm,,No Service Rendered,Nil,Other,False Alarm - Steam From Production Process Mistaken For Smoke,,,,,,,,No,,,,,,,,,,,1,,,,North,Bellville|Belhar,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535659644
F1608/1544,Commercial,Other,1608,08/30/2016,19:07|19:09|19:09|19:09,11|Telephone direct|Telephone|T,Smoke Coming From The Vents,VIRGIN ACTIVE,,BILL PETERS DRIVE,MOUILLE POINT,CAPE TOWN,81,BY/21 (15 & 16TH EDITION),,BAY ROAD,,F=SPT,00:30|00:01|00:52|00:20,False Alarm - Good Intent,N/A,,,,,False Alarm|Miscellaneous,,,,N/A,"False Alarm With Good Intent, Due To A Short Circuit Of The Extractor Fan Being Mistaken For An Electrical Fire",,,,,,,,,,,,,,,,,,,,,,,West|North,Roeland Street|Sea Point|Epping,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1608/1553,Commercial,Offices,1608,08/30/2016,20:37|20:38|20:38|20:38,11|Telephone direct|Telephone|T,Fiere On Second Floor,NEWS PAPER HOUSE,,122 ST GEORGES STREET,CENTRAL,CAPE TOWN,34,CA/23,,CHURCH STREET,,F=RDS,00:36|00:34|00:47,Fire - manually extinguished,Commercial|Offices,Clear,Light Breeze,15 - 20 Deg,Wiring Of Sensor Light,Minor Structural Fire,Fire Extinguished By Security Officer Prior Arrival Of Brigade,Brigade Stood By To Make Area Safe,Nil,Electrical Faults,Short Circuit In Wiring Of Sensor Light,,,,,"Building: 2nd Floor: 1 X Sensor Light And Fitting Severe By Fire, Heat And Smoke Only. Remainder Slight By Smoke Only.|Contents: Nil.",,,,,,,,,,,,,,1,,,,West|North,Roeland Street|Epping,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537688935
F1609/0049,Commercial,Garage/Workshop,1609,09/02/2016,04:03|04:05|04:05|04:05,"13|Direct 107""|Direct ""107"" call|D""",Smoke Issuing,Peters Auto Electrical,,IRENE WAY,SUNNYDALE,SOUTH PENINSULA,118,CZ/19,,Buller Louw Drive,,F=FSH,01:57|01:21|01:06|01:32|00:06,Fire - manually extinguished,Commercial|Garages & Workshops,Overcast,Light Breeze,10 - 15 Deg,"Office Equipment, Stationary, Tools And Equipment.",Average Structural Fire,Nil,Extinguished With 1 X Jet And 1 X Fog Jet From Echo 54 A (12030 Litres).,4 X 65mm Hose; 1 X 45mm Hose; 1 X Thermal Imaging Camera; 1 X Hosereel; 1 X Short Extension Ladder.,Undetermined,Undetermined As Per Fire Investigator Sc Bailey,12030,,MP|SH,01:10:00 AM,"Peter's Auto Electrical - Structure: Roof, Walls, Doors, Windows And Floors Severely Damaged By Fire, Smoke, Heat And Water. Contents:office Furniture And Equipment, 6 X Motor Vehicles (See Remarks), Hydraulic Lifts, Vehicle Batteries, Tools And Equipment, Vehicle Parts Damaged By Fire, Smoke, Heat And Water.|Cheri Hire - Structure Dividing Wall Damaged By Fire And Heat. Contents: Catering Supplies And Equipment Damaged By Smoke.|Midas - Structure: Dividing Wall Damaged By Heat. Contents: Vehicle Spare Damaged By Smoke.",,,Yes. Cut Lock To Roller Shutter Door.,,,,,,,,,,,1,1,,,West,Fish Hoek|Simonstown|Lakeside|Roeland Street,Category 2|Commercial (Low Risk),,,,2.MIDAS (OWNER - MR SEAN DILLON); CHERI HIRE (OWNER - MRS CHERYL WAIMAN),N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536435349
F1609/0094,Commercial,Restaurant/Cafe,1609,09/02/2016,23:09|23:11|23:11|23:11,11|Telephone direct|Telephone|T,Smoke Issuing From Restaurant,De Vincis Restaurant,,KLOOF STREET,GARDENS,CAPE TOWN,25,CB/22,,Camp,,F=RDS,00:30|00:30|00:31|00:22,Fire - manually extinguished,Commercial|Restaurants & Cafes,Fine,Light Breeze,10 - 15 Deg,Residue In Pizza Oven Flue.,Minor Structural Fire,Extinguished By Staff By Removing Hot Coals From Pizza Oven And Extinguised Fire With One Dry Chemical Powder Extinguisher.,Open Outside Section Of Flue And Damp Down A Small Quantity Of Residue Which Was Smoldering With One Fog Jet From E06 M/Pump.,1 X Hose Reel.,Cooking,Residue Overheated And Igniting In Pizza Aven Flue.,600,,MP,12:05:00 AM,A Small Quantity Of Residue Burned.,,,,,,,,,,,,,,,1,,,West,Roeland Street,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536780588
F1609/0167,Commercial,Shop,1609,09/03/2016,20:59|21:00|21:00|21:00,11|Telephone direct|Telephone|T,"Container Used As A Shop , Container Is Burning",,,NTLAZANE ROAD,KHAYELITSHA,TYGERBERG,146(14TH EDITION),CQ53/CS58,,Steve Biko,,F=KYA,00:31|00:23|00:03|00:19|00:25,Fire - manually extinguished,Commercial|Shops,Clear,Light Breeze,15 - 20 Deg,Entire Wood And Iron Structure,Average Structural Fire,,Fire Extinguished With Two Fog Jets From E18 Motor Pump (2400l),Two Hose Reels,Undetermined,Unknown,,2400,,10:00:00 AM,"Entire Wood And Iron Structure And Contentsconsisting Of Cooking Equipment And Utensils Severe By Fire, Heat, Smoke And Water",,,,,,,,,,,,,,1,,,,East,Khayelitsha|Lansdowne,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536220961
F1609/0192,Commercial,Shop,1609,09/04/2016,03:10|03:12|03:12|03:12,11|Telephone direct|Telephone|T,Shop Alight,BLOEKOMBOS INFORMAL SETTLEMENT,,OLD PAARL ROAD,KRAAIFONTEIN,OOSTENBERG,20/21,BQ/BR;62/63,,MAROELA ROAD,,F=BFL,00:25|00:33|00:29,Fire - manually extinguished,Commercial|Shops,Fine,Light Breeze,15 - 20 Deg,Matress And Rubbish,,,Extinguished With One Fog Jet From E21A Motor Pump.,1 X Hose Reel,Undetermined,Unknown,600,,MP,12:05:00 AM,Matress And Small Quantity Of Rubbish Burned,,,,,,,,,,,,,,,1,,,North,Brackenfell|Bellville|Kraaifontein,Category 2|Commercial (Low Risk),,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536223872
F1609/0272,Commercial,Offices,1609,09/05/2016,01:15|01:16|01:16|01:16,11|Telephone direct|Telephone|T,Building Alight,SAPS MACASSAR,,HOSPITAL STREET,MACASSAR,HELDERBERG,149(14TH EDITION),CS/64,,,,F=MCR,03:39|03:42|02:09|03:30|00:49,Fire - manually extinguished,Commercial|Offices,Overcast,Nil,10 - 15 Deg,"Files, File Cabinet, Books, Chairs Etc.",Minor Structural Fire,,"Extinguished With Two Jets From E23a Motor Pump, And Four B.A Sets (90 Minutes)","2 X 65mm, 2 X 45mm Lengths Of Hose, 1 X Positive Pressure Ventilator, 1 X Roof Ladder, 1 X Folding Ladder, 1 X Short Extension Ladder And Four B.A. Sets",Undetermined,Pending Investigation By S.A.P.S Lieutenant Koopman.,43710,,MP|WT|SH,02:30:00 AM,"Building: Storeroom: Roof, Timber Roof Trusses, Ceiling, Windows, Doors, Walls And Floor Severe By Fire, Heat, Smoke And Water.|Contents, Consisting Of 2 X Metal Cabinets, Files, Books, Chairs Etc. Severe By Fire, Heat, Smoke And Water.|Fingerprint Office: Roof And Timber Roof Trusses, Ceiling, Walls, Severe By Fire, Heat, Smoke And Water.|Contents: Desk, Table And Chairs Severe By Fire, Heat, Smoke And Water.",,,,,,,,,,,,,,1,1,,,East,Macassar|Somerset West|Strand,Category 2|Place Of Detention,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537950046
F1609/0316,Commercial,Department Stores,1609,09/05/2016,23:10|23:11|23:11|23:11,"13|Direct 107""|Direct ""107"" call|D""",Shop Alight,Shoprite Centre,,VRYBURGER AVENUE,BOTHASIG,BLAAUWBERG,58(14TH EDITION),"BT,BU/37,38",,Bosmansdam Road,WARD 5 ( SC 3 ),F=MIL,00:30|00:30|00:29|00:19,False Alarm - Good Intent,Commercial|Shops,,,,,False Alarm,,,,,False Alarm With Good Intent Due Too Fogging Taken Place,,,,,,,,,,,,,,,,,,,,,,,North,Milnerton,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1609/0360,Commercial,Shop,1609,09/06/2016,19:06|19:09|19:09|19:09,"13|Direct 107""|Direct ""107"" call|D""",Smoke Issuing From Building,Cash Crusaders,,NOOIENSFONTEIN ROAD,KUILSRIVIER,OOSTENBERG,41,CB/54,,Carinus,,F=KLR,01:28|01:34|00:01|00:45,False Alarm - Good Intent,Commercial|Shops,Fine,Light Breeze,15 - 20 Deg,None,False Alarm,Security On Scene,"Removed Glass Of Front Door, Cut 3 Sections Of Trelli-Door To Gain Entry.","Screw Driver, Hydraulic Cutter",N/A,"Crime Prevention System Installed That Releases Smoke That Seams As If Its A Building Alight, That Will Prevent Burglars From Entring.",,,,,,,,"Glass Removed From Door With Screw Driver, Not Damaged, Cut 3 Sections Of Trelli-Door,Cut, Minimum Damage. Glass Was Replaced After Discussion Withh Owner.",,,,,,,,,,,1,,,,East,Kuilsrivier|Bellville,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536441394
F1609/0380,Commercial,Offices,1609,09/07/2016,08:38|08:40|08:40|08:40,11|Telephone direct|Telephone|T,Roof Alight,Melomed Regional Headoffice,,CLINIC STREET,GATESVILLE,SOUTH PENINSULA,103(14TH EDITION),CG/37,,,,F=OTY,00:40|00:40|00:30,Fire - automatically extinguished,Commercial|Offices,Clear,Light Breeze,15 - 20 Deg,Electrical Insulation,Miscellaneous,Fire Out Prior Arrival Of Brigade,Ensured Area Is Safe,Thermal Imaging Camera,Electrical Faults,Sparks From Short Circuit In Electrical Wiring Ignited Insulation,,,,,Electrical Insulation Burnt,,,,,,,,,,,,,,1,,,,North,Guguletu|Ottery,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536526598
F1609/0415,Commercial,Other,1609,09/08/2016,04:05|04:06|04:06|04:06,11|Telephone direct|Telephone|T,Smoke Issuing,"#4,",,STIRLING STREET,ZONNEBLOEM,CAPE TOWN,34,CB/24,,Roelend,,F=RDS,00:44|00:45|01:27,Special Service - False Good Intent,N/A,,,,,False Alarm,,,,N/A,False Alarm With Good Intent Due To A Light Balaster Overheated And Give Of A Slight Smell Witch Activated Sensor On Fire Panel Being Mistaken For Smoke Issuing.,,,,,,,,,,,,,,,,,,,,,,,West,Roeland Street|Milnerton,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1609/0453,Commercial,Shop,1609,09/08/2016,22:42|22:43|22:43|22:43,"13|Direct 107""|Direct ""107"" call|D""",Strong Smell Of Smoke Coming From Pick N Pay In Shopping Centre,Strand Square,,FAGAN STREET,STRAND,HELDERBERG,114,CX/71,,Mill,,F=SND,00:59|01:05|00:23,False Alarm - Good Intent,Commercial|Restaurants & Cafes,,,,Nil,False Alarm,Security On Scene. They Smelt Smoke.,"Brigade Entered Wimpy With Owner And Investigated. No Sign Of Smoke Smell, Smoke, Or Fire.",Nil,N/A,False Alarm-Good Intent.,,,,,,,,No,,,,,,,,,,,,,,,East,Strand|Somerset West,Category 1|No Charge,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536655532
F1609/0505,Commercial,Shop,1609,09/09/2016,22:04|22:05|22:05|22:06,"13|Direct 107""|Direct ""107"" call|D""",Bakery Alight,"146,",,BELVEDERE ROAD ( BETWEEN LANSDOWNE ROAD AND KEURBOOM ROAD ),CLAREMONT,SOUTH PENINSULA,53,CH/30,,LANSDOWNE,,F=WBG,00:26|00:29|00:34,Fire - automatically extinguished,Commercial|Shops,Fine,Nil,15 - 20 Deg,Insulation In Electrical Wiring,Minor Structural Fire,Power Isolated By Owner,Nil,Nil,Electrical Faults,Electrical,,,,,Electrical Light Fitting Short Circuiting,,,,,,,,,,,,,,1,,,,West,Wynberg,Category 2|Commercial (Low Risk),,Nil,Nil,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536914570
F1609/0521,Commercial,Offices,1609,09/10/2016,08:23|08:25|08:25|08:25,"13|Direct 107""|Direct ""107"" call|D""",Smoke Issuing From Roof Void,"Nr.1, Film Studios",,PORT ROAD,FORESHORE,CAPE TOWN,34,BZ/23,,,,F=RDS,00:25|00:31|00:29|00:22,Fire - manually extinguished,Commercial|Offices,Fine,Nil,10 - 15 Deg,Vapours From Open Tin Of Flammable Liquid,,Fire Was Extinguished By Occupants With 4 Dry Powder Extinguishers (Private),Made Area Safe,Thermal Imaging Camera,Electrical Faults,Electrical Fault,,,,,"Building:workshop On Ground Floor At Rear: Ceiling, Walls And Floor Slight By Fire, Heat And Smoke.|Contents: Film Props Etc. Slight By Fire, Heat And Smoke.",,,,,,,,,,,,,,,,,,West,Roeland Street,Category 1|No Charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1539354242
